seed_id,entity_id,source_page_url,source_type,source_label,notes,operator_fair_use_asserted,download_approved,rights_class,identity_confidence,intended_review_only_use,quarantine_target_hint
VOLLEYSCOUT001,mlv_grand_rapids_rise_alyssa_jensen,https://provolleyball.com/news/2026/03/rise-rally-behind-18-blocks-for-3-1-road-win-in-atlanta,official_league_recap,MLV Rise block-record road win,Official Major League Volleyball recap with Alyssa Jensen six-block career-high context; metadata-only scout for action/block frames and no download approval.,yes,no,official_league_site,medium,review_only_action_photo_candidate_scout,data/assets/quarantine/review_only_candidates/action_photo_candidates/volleyball/grand_rapids_rise/alyssa_jensen_operator_review_001.jpg
VOLLEYSCOUT002,mlv_new_orleans_mojo_maya_tabron,https://provolleyball.com/news/2026/03/tabron-posts-career-night-but-mojo-fall-to-vibe-in-four-sets,official_league_recap,MLV Maya Tabron career night recap,Official Major League Volleyball recap with Maya Tabron 22-kill career-night context; reject if source image is web graphic or not Tabron.,yes,no,official_league_site,medium,review_only_action_photo_candidate_scout,data/assets/quarantine/review_only_candidates/action_photo_candidates/volleyball/new_orleans_mojo/maya_tabron_operator_review_001.jpg
VOLLEYSCOUT003,mlv_atlanta_vibe_aiko_jones,https://provolleyball.com/news/2026/02/atlanta-vibe-fall-to-indy-ignite-3-1-at-home,official_league_recap,MLV Atlanta Vibe Aiko Jones recap,Official Major League Volleyball recap naming Aiko Jones as team kill leader; metadata-only source-quality scout.,yes,no,official_league_site,medium,review_only_action_photo_candidate_scout,data/assets/quarantine/review_only_candidates/action_photo_candidates/volleyball/atlanta_vibe/aiko_jones_operator_review_001.jpg
VOLLEYSCOUT004,mlv_omaha_supernovas_brooke_nuneviller,https://provolleyball.com/news/2026/01/supernovas-fall-in-five-set-thriller-to-vibe,official_league_recap,MLV Brooke Nuneviller double-double recap,Official Major League Volleyball recap with Brooke Nuneviller 20-point double-double context; metadata-only scout and no download approval.,yes,no,official_league_site,medium,review_only_action_photo_candidate_scout,data/assets/quarantine/review_only_candidates/action_photo_candidates/volleyball/omaha_supernovas/brooke_nuneviller_operator_review_001.jpg
VOLLEYSCOUT005,mlv_grand_rapids_rise_erika_pritchard,https://provolleyball.com/news/2026/04/rise-set-franchise-mark-with-104-digs-claims-first-win-over-supernovas-in-omaha,official_league_recap,MLV Rise franchise-record digs recap,Official Major League Volleyball recap for a franchise-record defensive win; metadata-only scout for usable action frame, reject if group/team-only.,yes,no,official_league_site,medium,review_only_action_photo_candidate_scout,data/assets/quarantine/review_only_candidates/action_photo_candidates/volleyball/grand_rapids_rise/operator_review_002.jpg
VOLLEYSCOUT006,lovb_atlanta_mckenzie_adams,https://www.lovb.com/news/three-in-a-row-for-lovb-atlanta,official_team_recap,LOVB Atlanta McKenzie Adams player-of-match recap,Official LOVB Atlanta recap with McKenzie Adams player-of-the-match context; metadata-only scout for solo action or celebration frame.,yes,no,official_team_site,medium,review_only_action_photo_candidate_scout,data/assets/quarantine/review_only_candidates/action_photo_candidates/volleyball/lovb_atlanta/mckenzie_adams_operator_review_001.jpg
VOLLEYSCOUT007,lovb_nebraska_jordan_larson,https://www.lovb.com/news/260118-atlanta-falls-in-three-to-nebraska,official_team_recap,LOVB Nebraska balanced offense recap,Official LOVB recap naming Jordan Larson and Nebraska scorers; metadata-only scout, reject if source image is team celebration or wrong-person.,yes,no,official_team_site,medium,review_only_action_photo_candidate_scout,data/assets/quarantine/review_only_candidates/action_photo_candidates/volleyball/lovb_nebraska/jordan_larson_operator_review_001.jpg
VOLLEYSCOUT008,lovb_austin_team,https://www.lovb.com/news/260410-austin-one-step-closer-to-championship-series,official_team_recap,LOVB Austin playoff sweep recap,Official LOVB Austin playoff recap; metadata-only breadth seed for championship action imagery, reject if no clear player subject.,yes,no,official_team_site,medium,review_only_action_photo_candidate_scout,data/assets/quarantine/review_only_candidates/action_photo_candidates/volleyball/lovb_austin/operator_review_001.jpg
VOLLEYSCOUT009,lovb_salt_lake_team,https://www.lovb.com/news/260418-salt-lake-falls-in-heartbreaking-championship-golden-set,official_team_recap,LOVB Salt Lake championship golden-set recap,Official LOVB Salt Lake championship-series recap; metadata-only source-quality scout with no download approval.,yes,no,official_team_site,medium,review_only_action_photo_candidate_scout,data/assets/quarantine/review_only_candidates/action_photo_candidates/volleyball/lovb_salt_lake/operator_review_001.jpg
VOLLEYSCOUT010,au_volleyball_jordan_thompson,https://auprosports.com/read/jordan-thompson-crowned-2025-au-pro-volleyball-champion/,official_league_recap,AU Pro Volleyball Jordan Thompson champion recap,Official Athletes Unlimited recap with Jordan Thompson championship context; metadata-only scout for solo celebration or action image.,yes,no,official_league_site,medium,review_only_action_photo_candidate_scout,data/assets/quarantine/review_only_candidates/action_photo_candidates/volleyball/athletes_unlimited/jordan_thompson_operator_review_001.jpg
